period,mean_regret
5732,5.612110164742618
5733,5.612469319720186
5734,5.612828474697754
5735,5.613187629675322
5736,5.613546784652891
5737,5.613905939630458
5738,5.614265094608025
5739,5.614624249585593
5740,5.61498340456316
5741,5.615342559540729
5742,5.615701714518297
5743,5.6160608694958665
5744,5.616420024473433
5745,5.616779179451001
5746,5.61713833442857
5747,5.617497489406137
5748,5.617856644383705
5749,5.618215799361272
5750,5.6185749543388415
5751,5.618934109316409
5752,5.619293264293976
5753,5.619652419271544
5754,5.620011574249112
5755,5.62037072922668
5756,5.6207298842042475
5757,5.621089039181815
5758,5.621448194159384
5759,5.621807349136952
5760,5.62216650411452
5761,5.622525659092086
5762,5.622884814069655
5763,5.6232439690472225
5764,5.623603124024791
5765,5.623962279002359
5766,5.624321433979927
5767,5.624680588957494
5768,5.625039743935063
5769,5.62539889891263
5770,5.6257580538901975
5771,5.626117208867766
5772,5.626476363845333
5773,5.626835518822902
5774,5.627194673800469
5775,5.627553828778039
5776,5.627912983755605
5777,5.628272138733173
5778,5.628631293710742
5779,5.6289904486883096
5780,5.629349603665878
5781,5.629708758643444
5782,5.630067913621014
5783,5.630427068598581
5784,5.630786223576148
5785,5.631145378553716
5786,5.6315045335312846
5787,5.631863688508853
5788,5.63222284348642
5789,5.632581998463987
5790,5.632941153441556
5791,5.633300308419124
5792,5.633659463396692
5793,5.634018618374259
5794,5.634377773351828
5795,5.634736928329395
5796,5.635096083306963
5797,5.635455238284531
5798,5.635814393262099
5799,5.636173548239666
5800,5.636532703217235
5801,5.636891858194803
5802,5.63725101317237
5803,5.637610168149938
5804,5.637969323127505
5805,5.638328478105074
5806,5.638687633082641
5807,5.639046788060211
5808,5.639405943037778
5809,5.639765098015346
5810,5.640124252992915
5811,5.640483407970482
5812,5.64084256294805
5813,5.641201717925616
5814,5.641560872903186
5815,5.6419200278807535
5816,5.642279182858321
5817,5.642638337835889
5818,5.642997492813457
5819,5.643356647791025
5820,5.643715802768592
5821,5.6440749577461595
5822,5.6444341127237285
5823,5.644793267701297
5824,5.645152422678865
5825,5.645511577656431
5826,5.645870732634
5827,5.646229887611567
5828,5.646589042589135
5829,5.6469481975667035
5830,5.647307352544272
5831,5.647666507521839
5832,5.648025662499408
5833,5.648384817476975
5834,5.648743972454542
5835,5.64910312743211
5836,5.649462282409678
5837,5.649821437387247
5838,5.650180592364814
5839,5.650539747342384
5840,5.65089890231995
5841,5.651258057297518
5842,5.651617212275087
5843,5.651976367252654
5844,5.6523355222302225
5845,5.652694677207789
5846,5.653053832185359
5847,5.653412987162926
5848,5.653772142140493
5849,5.654131297118061
5850,5.654490452095629
5851,5.6548496070731975
5852,5.655208762050765
5853,5.655567917028332
5854,5.655927072005901
5855,5.656286226983469
5856,5.656645381961037
5857,5.6570045369386035
5858,5.6573636919161725
5859,5.65772284689374
5860,5.658082001871308
5861,5.658441156848876
5862,5.658800311826444
5863,5.659159466804011
5864,5.65951862178158
5865,5.6598777767591475
5866,5.660236931736715
5867,5.660596086714283
5868,5.660955241691852
5869,5.661314396669419
5870,5.661673551646986
5871,5.662032706624556
5872,5.6623918616021225
5873,5.662751016579691
5874,5.66311017155726
5875,5.663469326534827
5876,5.663828481512395
5877,5.664187636489961
5878,5.664546791467531
5879,5.664905946445098
5880,5.665265101422666
5881,5.665624256400234
5882,5.665983411377802
5883,5.66634256635537
5884,5.666701721332937
5885,5.667060876310504
5886,5.667420031288073
5887,5.6677791862656415
5888,5.66813834124321
5889,5.668497496220776
5890,5.668856651198345
5891,5.669215806175912
5892,5.66957496115348
5893,5.669934116131048
5894,5.6702932711086165
5895,5.670652426086184
5896,5.671011581063753
5897,5.67137073604132
5898,5.671729891018887
5899,5.672089045996455
5900,5.672448200974024
5901,5.6728073559515915
5902,5.6731665109291605
5903,5.673525665906729
5904,5.673884820884295
5905,5.674243975861863
5906,5.674603130839432
5907,5.674962285816999
5908,5.675321440794567
5909,5.675680595772134
5910,5.676039750749704
5911,5.676398905727271
5912,5.676758060704838
5913,5.677117215682406
5914,5.677476370659974
5915,5.677835525637542
5916,5.67819468061511
5917,5.678553835592677
